Date,pv,load,import_price
2025-03-25 00:00:00,0.0,1.451636110093861,0.34907
2025-03-25 00:15:00,0.0,0.9069406665378148,0.34907
2025-03-25 00:30:00,0.0,0.9356868913438592,0.34907
2025-03-25 00:45:00,0.0,0.9414344421386712,0.34907
2025-03-25 01:00:00,0.0,0.9121691109551324,0.34876
2025-03-25 01:15:00,0.0,0.976632001749675,0.34876
2025-03-25 01:30:00,0.0,0.8984072240193677,0.34876
2025-03-25 01:45:00,0.0,0.9061137786865228,0.34876
2025-03-25 02:00:00,0.0,0.9264814460754393,0.3472
2025-03-25 02:15:00,0.0,0.8776388862609862,0.3472
2025-03-25 02:30:00,0.0,0.8856646658155659,0.3472
2025-03-25 02:45:00,0.0,0.9046630001491978,0.3472
2025-03-25 03:00:00,0.0,2.087511329481337,0.34967
2025-03-25 03:15:00,0.0,0.9301798868815108,0.34967
2025-03-25 03:30:00,0.0,0.7971082212660053,0.34967
2025-03-25 03:45:00,0.0,0.7872401111178924,0.34967
2025-03-25 04:00:00,0.0,0.7830113311767581,0.34896
2025-03-25 04:15:00,0.0,0.8147634457058381,0.34896
2025-03-25 04:30:00,0.0,3.113146445041234,0.34896
2025-03-25 04:45:00,0.0,1.639053555976021,0.34896
2025-03-25 05:00:00,0.0,2.323764231363928,0.35439
2025-03-25 05:15:00,0.0002068965517241,3.212433555094396,0.35439
2025-03-25 05:30:00,0.018,1.944877230834961,0.35439
2025-03-25 05:45:00,0.0581637931034482,2.233707108222112,0.35439
2025-03-25 06:00:00,0.1381637931034483,1.312411891682944,0.38305
2025-03-25 06:15:00,0.1213045977011494,0.9999844472249362,0.38305
2025-03-25 06:30:00,0.3977183908045977,0.9141262234157989,0.38305
2025-03-25 06:45:00,1.063830459770115,0.933079002380371,0.38305
2025-03-25 07:00:00,0.5177442528735632,0.9613817786322696,0.38913
2025-03-25 07:15:00,0.9659310344827586,0.9327846652560764,0.38913
2025-03-25 07:30:00,0.3751465517241379,0.9939122199164492,0.38913
2025-03-25 07:45:00,0.3566494252873564,2.619926340399849,0.38913
2025-03-25 08:00:00,0.5774310344827586,5.480277568901904,0.38036
2025-03-25 08:15:00,0.5903103448275863,3.267252233208556,0.38036
2025-03-25 08:30:00,0.417698275862069,3.636948544650607,0.38036
2025-03-25 08:45:00,0.5359224137931035,3.877356452433274,0.38036
2025-03-25 09:00:00,0.5335344827586208,1.044019557020399,0.35341
2025-03-25 09:15:00,1.251060344827586,1.025703778415256,0.35341
2025-03-25 09:30:00,0.6108390804597702,0.9324045567830408,0.35341
2025-03-25 09:45:00,0.9432327586206896,0.872634775458442,0.35341
2025-03-25 10:00:00,1.214672413793104,0.8607155529446072,0.33903
2025-03-25 10:15:00,0.3800402298850575,1.064742886861167,0.33903
2025-03-25 10:30:00,1.338066091954023,2.046624892340765,0.33903
2025-03-25 10:45:00,2.350031609195402,1.034808775838217,0.33903
2025-03-25 11:00:00,1.952747126436782,0.9884691107855904,0.3258
2025-03-25 11:15:00,1.027287356321839,0.8833331030951601,0.3258
2025-03-25 11:30:00,0.9289367816091956,0.8818017810397678,0.3258
2025-03-25 11:45:00,2.942997126436782,1.947132996961808,0.3258
2025-03-25 12:00:00,2.180135057471265,2.970208004421659,0.31545
2025-03-25 12:15:00,2.909933908045977,3.334388425021699,0.31545
2025-03-25 12:30:00,2.05251724137931,2.424258768547905,0.31545
2025-03-25 12:45:00,0.9939798850574711,3.370722115410695,0.31545
2025-03-25 13:00:00,0.5496637931034484,0.9300342196994348,0.31623
2025-03-25 13:15:00,2.42141091954023,1.656859106784394,0.31623
2025-03-25 13:30:00,1.879540229885058,1.778086553955078,0.31623
2025-03-25 13:45:00,1.822873563218391,2.858209337022569,0.31623
